,IMO No,_id,上层建筑及甲板室,下次特检日期,主机型式*数量,主机建造厂,主机建造时间,主机缸数*缸径*功率*转速,净吨位,压载,发电机*功率*电压*数,各货舱容积,垂线间长,型宽,型深,干舷,平均吃水,总吨位,曾用名,甲板层数,管理公司,舱口数及舱口尺度,舱壁数,船东,船体入级符号,船体附加标志,船名(中文),船名(英文),船旗国,船籍港,船舶呼号,船舶建造厂,船舶建造地点,船舶建造时间,船舶总长,船舶登记号/船检号,船舶类型及用途,船速,货舱总容积,货舱数,"起货设备类型,安全负荷,数量",轮机入级符号,轮机附加标志,载重吨,重大改建情况,重大改建部位的建造日期,锅炉建造厂,锅炉建造时间,锅炉数*压力*受热面积,集装箱数*规格
25,9177038,5db846f75235e74d2c32db1a,,2020/1/31,MAN B&W 7S50MC-C*1;,"ULJANIK STROJOGRADNJA d.d. - Pula, Croatia",1999/7/20,7*500*11060*127,"11,172",4361,S7 17 8*912*450*3;,"HOLD No.1
;HOLD No.2
;HOLD No.3
;HOLD No.4",165,31.1,28,5726,8.75,"37,237",NOCC PAMPLONA,"4 ; No.6/8/10 car deck,Upper deck,","COSCO Shipping Specialized Carriers Co., Ltd.",4*,"5 &  Fr.51, Fr.99, Fr.147, Fr.178, Fr.192","COSCO Shipping Co., Ltd.",★_CSA,"Loading Computer (S, I, D)",常荣口,CHANG RONG KOU,China,Guangzhou,BOHM,Uljanik Shipyard,Croatia,2000/1/10,176.7,00L1022,Car Carrier,19,-,4,"Crane,5,1;E/R Overhead Crane,2,1",★_CSM_,AUT-0;CMS;SCM,"12,781",,,TPK KOTLOGRANDNJA ZAGREB - HRVATSKA,,1*0.7*35/130 m2,
26,9179476,5db846f85235e74d2c32db1b,"Forecastle:25.2,Poop:28.8",2024/1/23,5S50MC-C*1;,"Hudong Heavy Machinery Co., Ltd., China",1998/10/1,5*500*7900*127,"4,222",3206,1FC6506-3SA83*610*450*3;,"No.1 Cargo Hold*(G2351.50)
;No.2 Cargo Hold*(G2322.00)
;No.3 Cargo Hold*(G5625.60)
;No.4 Cargo Hold*(G2996.00)
;No.5 Cargo Hold*(G2259.10)",125,22.5,11.2,2081,7.6,"9,030",Silver Ocean,"1, Upper deck","Zhoushan Hefeng Shipping Co., Ltd.",4*12.64X17.98; 1*12.64X15.34,"11/ 8,15,44,60,64,82,116,120,139,155,161","Zhoushan Hefeng Shipping Co., Ltd.",★_CSA,"Loading Computer (S, I)",和洋,HE YANG,China,Zhoushan,BKTC6,Shandong Province Weihai Shipyard,China,2000/8/1,135.6,00L3506,Container Ship,18,15554.20 M3,5,,★_CSM_,,"10,934",,,"Aalborg (Qingdao) Boiler Co., Ltd.",,1*0.7*/199 m2;1*0.7*15 m2,dk:548;ho:286
27,-,5db846f95235e74d2c32db1c,Deckhouse:8.5,2022/12/11,6CTA8.3-M*2;,Cummins Engine Co. Ltd.,2000/2/1,6*114*237.00*2300.00,10,,6-15-M3*6.00*220*2;,,13.54,4.7,2.4,1700,,33,,"1, main deck",Coastlink Service Pte Ltd,,"3, Fr.Nos.2, 10,16",Coastlink Service Pte Ltd,★_CSA,30-miles limit voyage in Singapore,,COASTLINK 6,Singapore,Singapore,9V5955,JS Marine Technology Pte. Ltd.,Singapore,2000/10/30,15.65,00L4012,Traffic Boat,20,-,0,,★_CSM___,,,,,,,,
28,9200562,5db846fa5235e74d2c32db1d,Deckhouse:19,2021/12/18,MAN B&W 7S50MC-C*1;,"Kawasaki Heavy Industries Ltd. - Kobe, JAPAN",1999/11/12,7*500*9340*122,"25,182",33123,FE40B-8*400*450*3;,"No.1 Cargo Hold*(G11702.30)
;No.2 Cargo Hold*(G13129.10)
;No.3 Cargo Hold*(G13546.60)
;No.4 Cargo Hold*(G12602.20)
;No.5 Cargo Hold*(G13546.60)
;No.6 Cargo Hold*(G13113.30)
;No.7 Cargo Hold*(G11610.20)",217,32.26,19.3,5349,12.2,"38,818",CHANG HUI,"1, Upper deck","Dongguan Haichang Shipping Co., Ltd.",6*17.10 x 15.03; 1*16.245 x 13.36,"8, Fr.Nos.36,66,96,126,156,186,216,246","Dongguan Haichang Shipping Co., Ltd.",★_CSA,"ESP;Holds Nos.2, 4 & 6 may be Empty;Loading Computer (S, I, D)",新东莞11,XIN DONG GUAN 11,China,Dongguan,BOUS,Sanoyas Hishino Meisho Corp. Mizushima Works and Shipyard,Japan,2000/3/9,225,00M1023,Bulk Carrier,14.5,89250.30 M3,7,"E/R Overhead Crane,3,1;Provision Crane,3,2",★_CSM_,,"75,706",,,"OSAKA BOILER MFG. CO., LTD.",1999/9/16,1*0.6*25.0/142.0 m2,
29,9206205,5db846fc5235e74d2c32db1e,Deckhouse:18.4,2022/4/15,7RTA48T*1;,"Diesel United, Ltd. Aioi, Japan",1999/6/25,7*480*8385*114,"24,724",32603,FE40C-10*380*450*3;,"No.1 Cargo Hold*(G11031.30)
;No.2 Cargo Hold*(G12621.90)
;No.3 Cargo Hold*(G13086.70)
;No.4 Cargo Hold*(G11935.40)
;No.5 Cargo Hold*(G13088.70)
;No.6 Cargo Hold*(G12616.00)
;No.7 Cargo Hold*(G11580.70)",216,32.26,19.2,5367,13.85,"38,426",JIAN HUA,"1,Upper deck","GUANGDONG YUEAN SHIPPING CO., LTD",6*16.29x15.03; 1*16.29x13.36,"9,Fr.229,200,172,143,115,86,58,30,10","Guangdong Yuean Shipping Co., Ltd.",★_CSA,"BWMP;ESP;Loading Computer (S, I, G)",中联四方,ZHONG LIAN SI FANG,China,Guangzhou,BRVK,"Sumitomo Heavy Industries,Ltd,Yokosuka Shipyard",Japan,2000/1/7,225,00N1024,Bulk Carrier,16,85960.70 M3,7,"Crane,3.6,1;Crane,4,1;Provision Crane,2.5,1",★_CSM_,AUT-0;CMS,"73,747",,,AALBORG INDUSTRIES KK,1999/3/10,1*0.65*19.9/124.1 m2,
30,9191981,5db846fd5235e74d2c32db1f,"Deckhouse:41.83,Forecastle:45.78",2020/8/7,8L40/54*2;,MAN B && W Diesel AG,1999/7/1,8*400*5760.00*520.00,951,777,FE 43C-8*560.00*400*2; FEK50DL-4*1280.00*400*2;,,84,16.4,8.4,984,6.9,"3,170",,"1, Freeboard deck",Shanghai Salvage Co.,,"11,Fr.Nos.-4,5,23,38,53,91,99,109,120,127",Shanghai Salvage Co.,★CSA,"Fire Fighting Ship 1;Ice Class B2 (dmax,f=7.028m, dmax,a=7.046m,dmin,f=5.266m, dmn,a=5.481m, PB=1812.96kW);Offshore Supply Ship;Oil Recovery Ship B;Rescue Ship",德宏,DE HONG,China,Shanghai,BSCE,Donghai Shipyard,China,2000/8/8,96.37,00N3002,Tug,20,-,0,"Crane,10,1;Crane,2.5,1;Crane,5,1",★CSM,AUT-0,"2,453",,,"Harms GmbH,Karlsruhe Germany",1999/9/1,3*0.65* m2,ho:1
31,9196814,5db846fe5235e74d2c32db20,"Deckhouse:20.16,Forecastle:24.71,Poop:44",2021/6/19,,,,,"10,980",,,,226,43,13.5,5036,8.5,"36,600",NORTH FORTUNE III,1；Cargo deck,"Shanghai Zhenhua Shipping Co., Ltd.",,"9/12#,36#,68#,96#,124#,152#,180#,208#,240#","Shanghai Zhenhua Shipping Co., Ltd.",★_CSA,BWMP;In-Water Survey,振华32,ZHEN HUA 32,China,Shanghai,BTTP,"Oshima Shipbuilding Co., Ltd.",Japan,2000/9/7,235,00N3508,Bridge Crane and Heavy Equipment Carrier,14.3,-,0,,★_CSM_,,"50,159",Cargo Area;Forecastle;Poop deck,2016/6/20,,,,
32,9208514,5db846ff5235e74d2c32db21,Deckhouse:24,2020/1/7,6S60MC*1;,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",1999/7/26,6*600*10410*90,"24,591",35020,HFC504-14K*500*450*3;,"NO.1 CARGO HOLD*(G11029.80)
;NO.2 CARGO HOLD*(G12563.60)
;NO.3 CARGO HOLD*(G12450.00)
;NO.4 CARGO HOLD*(G12507.30)
;NO.5 CARGO HOLD*(G12609.90)
;NO.6 CARGO HOLD*(G12550.50)
;NO.7 CARGO HOLD*(G11881.70)",216,32.24,19.1,5222,12.2,"38,684",QC ATHINA,"1, upper deck",Ningbo Lei Sheng Sea Transportation Company LTD,6*16.60X14.09; 1*16.60X11.03,"8, FR.40,70,100,130,160,190,220,250",Ningbo Lei Sheng Sea Transportation Company LTD,★_CSA,"ESP;Holds Nos.2,4 & 6 may be Empty;Loading Computer (S, I, G, D);Strengthened for Heavy Cargoes",雷盛2,LEI SHENG 2,China,Ningbo,BQYO,"Daedong Shipbuilding Co., Ltd.",Korea,2000/1/8,225,00P1025,Bulk Carrier,15.1,85592.80 M3,7,"Crane,1,1;E/R Overhead Crane,3.2,1;Crane,4,2",★_CSM_,AUT-0;CMS,"72,918",,,"KANGRIM INDUSTRIES CO., LTD.",,1*0.6*21/206 m2,
33,9233674,5db847015235e74d2c32db22,"Deckhouse:16.2,Forecastle:11.7,Poop:21.3",2024/7/3,8N21A-EN*2;,"Yanmar Diesel Engine Co., Ltd.",1999/2/1,8*210*1103.00*900.00,"1,677",568,MP-H-4-PM*220.00*400*3;,"No.1 cargo hold tank*(B1519.85)
;No.2 cargo hold tank*(B1521.91)",88,15.6,5.6,,3.6,"2,994",,,"Shenzhen Southern China LPG Shipping Co.,Ltd.",2*￠700mm,5,"Shenzhen Southern China LPG Shipping Co.,Ltd.",★CSA,Max. Pressure 1.75 Mpa and Min. Temperature 0℃;R2;Type 2PG,招商一,ZHAO SHANG YI,China,Shenzhen,BRSR,"Jiangnan Shipbuilding ( Group ) Co., Ltd.",China,2000/8/31,94.6,00P3003,LPG Carrier,13,3041.76 M3,2,,★CSM,,"1,630",,,"Jiangsu Hailu Boilers Group Co.,Ltd.",,1*0.7*/55.00 m2;1*0.7*11.0 m2,ho:
34,9211121,5db847025235e74d2c32db23,"Deckhouse:18.9,Forecastle:17.5",2020/7/18,6RTA48TB*1;,"DIESEL UNITED,LTD.",2000/3/23,6*480*8730*127,"17,889",27851,NTAKL-VE*650*450*3;,"No.1 Carge Hold*(G12273.20)*(B11925.10)
;No.2 Carge Hold*(G13773.80)*(B13307.70)
;No.3 Carge Hold*(G13324.80)*(B12821.50)
;No.4 Carge Hold*(G13325.30)*(B13788.20)
;No.5 Carge Hold*(G13436.70)*(B13165.60)",182,32.26,17.1,5101,10.77,"29,499",NORDIC AARHUS,1&Upper Deck,Zhejiang Seaport Shipping Company Limited,4*20.47*18.3; 1*20.25*16.6,"6&Fr.33,67,100,133,166,203",Zhejiang Seaport Shipping Company Limited,★_CSA,"ESP;Holds Nos.2 & 4 may be Empty;Loading Computer (S, I, G, D);Strengthened for Heavy Cargoes",中浙7,ZHONG ZHE 7,China,Ningbo,BQWX,Sanoyas Hishino Meisho Corp. Mizushima Works and Shipyard,Japan,2000/7/19,189.9,00P3509,Bulk Carrier,14.8,65008.10/66133.80 M3,5,"E/R Overhead Crane,3,1;Crane,0.5,2;Crane,3,2;Crane,30,5",★_CSM_,CMS,"52,068",,,"OSAKA BOILER MFG.CO.,LTD.",,1*0.59*20/93 m2,
35,9227704,5db847035235e74d2c32db24,Deckhouse:20,2020/10/17,SULZER 6RTA62*1;,"DIESEL UNITED, LTD., Japan",2000/6/1,6*620*10520*98,"25,383",33824,Drip-proof type*440*450*3;,"No.1 Cargo Hold*(G9480.40)
;No.2 Cargo Hold*(G13419.64)
;No.3 Cargo Hold*(G13815.59)
;No.4 Cargo Hold*(G13357.44)
;No.5 Cargo Hold*(G13861.61)
;No.6 Cargo Hold*(G13850.32)
;No.7 Cargo Hold*(G11454.84)",215,32.2,19.3,5331,13.99,"38,906",MARITIME PUTIAN,1; UPPER DECK,Harmony Shipping Management Consulting Ltd,5*17.93×15.60; 1*16.30×15.60; 1*13.04×12.80,"9; FR12, 37, 67, 100, 133, 165, 198, 230 & 256",China Shipping Development Ltd,★_CSA,"ESP;Loading Computer (S, I, D);Strengthened for Heavy Cargoes",華誼,CHINA FRIENDSHIP,"Hong Kong, China",Hong Kong,VRPE7,"Imabari Shipbuilding Co., Ltd.",Japan,2000/10/18,224.97,00P4015,Bulk Carrier,14.5,89239.84 M3,7,"Crane,4,1;Crane,0.9,2;Crane,30,4",★_CSM_,AUT-0;CMS,"73,652",,,"Miura Co., Ltd.",,1*0.7*31.2/177.2 m2,
36,-,5db847045235e74d2c32db25,Deckhouse:7,2022/10/27,6CTA8.3-M*1;,Cummins Engine Co.,2000/1/1,6*114*273.00*2300.00,6,,GS.ST-1.0*8.00*220*1;,,10.42,3.8,1.8,1154,,20,,1;Main deck,Hai Hup Huat Marine Pte. Ltd.,,"3; Fr.Nos.2.9,13",Hai Hup Huat Marine Pte. Ltd.,★_CSA,30-miles limit voyage in Singapore,,JOLLY ROSTAR,Singapore,Singapore,9V5747,JS Marine Technology Pte. Ltd.,Singapore,2000/5/28,12,00Q2015,Traffic Boat,20,-,0,,★_CSM___,,,,,,,,ho:1
37,9211133,5db847055235e74d2c32db26,"Deckhouse:18.9,Forecastle:17.51",2020/8/30,6RTA48TB*1;,"Diesel United, Ltd., Japan",2000/4/17,6*480*8730*127,"17,889",27852,NTAKL-VE*650*450*3;,"No.1 Cargo Hold*(G12273.20)*(B11925.10)
;No.2 Cargo Hold*(G13773.80)*(B13307.70)
;No.3 Cargo Hold*(G13324.80)*(B12821.50)
;No.4 Cargo Hold*(G13788.20)*(B13325.30)
;No.5 Cargo Hold*(G13436.70)*(B13165.60)",182,32.26,17.1,5101,10.77,"29,499",NAVIOS IONIAN,1 & Upper deck,Ningbo Hezhong Shipping Limited,3*20.812x18.63; 1*20.812x18.62; 1*20.592x16.93,"7 &Fr.Nos.1,33,67,100,133,166,203",Ningbo Hezhong Shipping Limited,★_CSA,"ESP;Holds Nos. 2 & 4 may be Empty;Loading Computer (S, I, G, D);Strengthened for Heavy Cargoes",金宁16,JIN NING 16,China,Ningbo,BQWB,"Sanoyas Hishino Meisho Corporation, Japan",Japan,2000/8/22,189.9,00Q3510,Bulk Carrier,14.8,64545.20/66596.70 M3,5,,★_CSM_,,"52,067",,,"Osaka Boiler MFG. Co., Ltd.",,1*0.69*20/93 m2,
38,9225859,5db847065235e74d2c32db27,,2020/12/7,CAT 3512B*1;,CATERPILLAR Inc.,2000/1/1,12*170*820*1200,74,,K-1*140*380*1; SR4B*160*380*1;,Refrigerated cargo hold,26.68,8,6.15,580,3.57,247,KRUSTAMOZ I,"1,main deck",Krustamoz - Crustaceos De Mocambique Lda,1*1.93X1.93,"4,Fr. Nos.5,19,38,47",China National Fisheries Corporation,★_CSA,"CRS(No.1 Hold -30℃, 35℃ Max.Sea Water);QF",,KRUSTAMOZ I,Mozambique,Maputo,C9D 2694,Astilleros De Huelva S. A.,Spain,2000/12/7,29.65,00Q4016,Fishing Vessel,,-,1,,★_CSM_,,,,,,,,
39,9218090,5db847075235e74d2c32db28,"Deckhouse:15.6,Forecastle:11.4,Poop:19.9",2020/2/14,Mitsubishi Akasaka 6UEC37LA*1;,AKASAKA MITSUBISHI UE DIESEL ENGINE,2000/1/1,6*370*3089*210,"2,064",1334,TWY 35C-6S*320*445*2;,"NO.1 CARGO TANK (P)*(B262.20)
;NO.1 CARGO TANK (S)*(B262.20)
;NO.1 CT CENTER*(B498.68)
;NO.2 CARGO TANK (P)*(B361.80)
;NO.2 CARGO TANK (S)*(B361.80)
;NO.2 CT CENTER*(B496.00)
;NO.3 CARGO TANK (P)*(B379.72)
;NO.3 CARGO TANK (S)*(B379.72)
;NO.3 CT CENTER*(B433.91)
;NO.4 CARGO TANK (P)*(B366.73)
;NO.4 CARGO TANK (S)*(B366.73)
;NO.4 CT CENTER*(B651.46)
;NO.5 CT CENTER*(B651.46)
;NO.6 CT CENTER*(B652.46)
;NO.7 CT CENTER*(B6562.03)
;NO.8 CT CENTER*(B387.80)",97,16.8,8.4,1475,6.95,"3,866",SUN VICTORY,1; UPPER DECK,PT. SUKSES INKOR MARITIM,16*Φ 0.8,"Fr : 8,31,33,34,39,45,57,69,82,93,101,105,110,122,131",PT. SUKSES MARITIME LINE,★_CSA,ESP;F.P. ≤ 60℃;Type 2 & 3,,SUCCESS VICTORY XXXIV,Indonesia,Jakarta,POWH,"Murakami Hide Shipbuilding Co., Ltd.",Japan,2000/2/15,105,00R1027,Oil Tanker/Chemical Tanker,13.7,13074.70 M3,16,,★_CSM_,CMS,"6,569",,,MIURA CO.LTD,,1*0.7*114.4 m2,
40,9231030,5db847085235e74d2c32db29,Deckhouse:20.25,2020/7/31,6S60MC*1;,"Mitsui Engineering & Shipbuilding Co., Ltd.",1999/8/20,6*600*8826*94,"24,517",23894,NATAKL-VE*400*450*3;,"No.1 Cargo Hold*(G11248.00)
;No.2 Cargo Hold*(G12862.00)
;No.3 Cargo Hold*(G12862.00)
;No.4 Cargo Hold*(G12825.00)
;No.5 Cargo Hold*(G12825.00)
;No.6 Cargo Hold*(G12850.00)
;No.7 Cargo Hold*(G12118.00)",218,32.2,19.2,5423,12.22,"38,878",MARIA THEO,"1, Upper deck","Zhejiang Weiqin Shipping Co.,Ltd",6*17.00 X 14.40; 1*15.30 X 12.80,"8,FR.37/67/97/127/157/187/217/247","Zhejiang Weiqin Shipping Co.,Ltd",★_CSA,"ESP;Holds Nos.2, 4 & 6 may be Empty;Loading Computer (S, I, G);Strengthened for Heavy Cargoes",建勤,JIAN QIN,China,Ningbo,BQYR,"Sasebo Heavy Industries Co., Ltd.",Japan,2000/7/28,225,00R3511,Bulk Carrier,14.6,87590.00 M3,7,"Crane,3,1;Crane,4,1;E/R Overhead Crane,3,1",★_CSM_,CMS,"74,381",,,"Sasebo Heavy Industries Co., Ltd.",,1*0.6*16.5/143.6 m2,
41,9214513,5db8470a5235e74d2c32db2a,"Deckhouse:15.01,Forecastle:17.6",2024/10/30,B&W 6L70MC*1;,"Dalian Marine Diesel Engine Works, China",1999/11/1,6*700*16980.00*108.00,"9,470",8047,IFC66564-88A82*960.00*450*3;,"No.1Cargo hold
;No.2Cargo hold
;No.3Cargo hold
;No.4Cargo hold
;No.5Cargo hold",167,27.6,15.9,2514,10.69,"20,624",,,"COSCO SHIPPING LINES CO.,LTD",3*12.64 x 23.2 x 2; 1*12.64 x 23.2; 1*12.64 x 18.0/13.0;12.6 x 23.2,"7;16,54,91,127,163,200,206","COSCO SHIPPING LINES CO.,LTD",★CSA,"Ice Class B;Loading Computer  (S,I,D)",青云河,QING YUN HE,China,Shanghai,BOMW,Dalian Shipyard,China,2000/5/29,179.7,00S1005,Container Ship,20.2,-,5,"Crane,4.0,2",★CSM,AUT-0;CMS,"25,645",,,"Aalborg ( Qingdao ) Boiler Co. Ltd., China",,1*0.62*25/257 m2,dk:882;ho:1
42,9224398,5db8470b5235e74d2c32db2b,"Forecastle:9.66,Poop:23.2",2020/7/6,8L28/32A*1;,"Ssangyong Heavy Industries Co., Ltd. ,Korea",2000/4/26,8*280*1958.00*775.00,"1,220",697,*260.00*440*3;,"No.2 C.O.T.(P)*(B468.92)
;No.2 C.O.T.(S)*(B472.44)
;No.3 C.O.T.(P)*(B478.34)
;No.3 C.O.T.(S)*(B476.70)
;No.4 C.O.T.(P)*(B505.70)
;No.4 C.O.T.(S)*(B506.00)
;No.5 C.O.T.(P)*(B462.45)
;No.5 C.O.T.(S)*(B464.52)",79.5,14.2,7,1075,,"2,270",SAMHO FREEDOM,"1,upper deck","Sinochem Shipping Co., Ltd. (Shanghai)",8*dia0.82,"15Nos.126,121,115,106,88,70,51,33,32,29,7,4,3,1,-1","Sinochem Shipping Co., Ltd. (Shanghai)",★_CSA,ESP;F.P.≤60℃;Type 3,彩虹女神,CAI HONG NV SHEN,China,Shanghai,BIBX7,"Hae Dong Shipbuilding Co., Ltd.",Korea,2000/7/7,86.95,00S2017,Chemical/Oil Tanker,12.2,3835.07 M3,8,,★_CSM___,BRC;PMS,"3,711",,,"Miura Co., Ltd.,Japan",2000-03-03; 2000-03-23,1*0.7*/25.5 m2;1*0.7*53.6 m2,ho:1
43,9192674,5db8470c5235e74d2c32db2c,"Deckhouse:19.5,Forecastle:12.7",2020/9/12,5RTA48T*1;,"Shanghai Hudong Heavy Machinery Shangchuan Diesel Co., Ltd., China",1999/7/1,5*2000*6300.00*120.00,"9,412",9947,IFC6502-8SA82*560.00*450*3;,"No.1 Cargo hold*(G3649.44)*(B3931.61)
;No.2 Cargo hold*(G9479.47)*(B9975.35)
;No.3 Cargo hold*(G9598.05)*(B9975.35)
;No.4 Cargo hold*(G7482.29)*(B7835.82)
;No.5 Cargo hold*(G5946.45)*(B6035.90)",174,26.2,14.7,4730,10,"19,955",,"2, Upper deck, tween deck","COSCO Shipping Specialized Carriers Co., Ltd.",1*24.80x20.20; 1*24.80x20.2; 1*19.20x20.20; 1*19.20x13.40/18.60; 1*12.8x17.5/12.5,"8, Fr.10,35,67,100,142,184,207,212","COSCO Shipping Specialized Carriers Co., Ltd.",★CSA,"Equipped with Container Securing Arrangement;Holds Nos.2 & 4 may be Empty;Ice Class B;Loading Computer (S, I, G);Strengthened for Heavy Cargoes",乐里,LE LI,China,Guangzhou,BOKW,"Guangzhou Shipyard International Co., Ltd.",China,2000/9/13,182.67,00S3006,General Dry Cargo Ship,14,37754.03/36155.70 M3,5,"Crane,70.0,2;Crane,35.0,5",★CSM,AUT-0,"29,161",,,Aalborg ( Qingdao ) Boiler Co. Ltd.,,1*0.6*/201 m2;1*0.6*21.6 m2,dk:494;ho:595
44,9184316,5db8470d5235e74d2c32db2d,Deckhouse:21.5,2020/7/31,B&W 6S60MC*1;,"KYUSYU HITACHI ZOSEN CORPORATION,JAPAN",1999/9/8,6*600*9847.2*98,"26,594",39629,FEK 40C*480*450*3;,"No.1 Cargo Hold*(G11601.70)
;No.2 Cargo Hold*(G13661.90)
;No.3 Cargo Hold*(G13658.30)
;No.4 Cargo Hold*(G13677.10)
;No.5 Cargo Hold*(G13696.90)
;No.6 Cargo Hold*(G13674.40)
;No.7 Cargo Hold*(G12212.90)",217,37,18.7,5320,12,"43,687",CEMTEX PRUDENCE,1; Upper deck,"Xiamen Datong Xin Lu Yang Shipping Co., Ltd.",6*17000×17200; 1*17000×15480,"9; Fr.Nos.:11,37,67,97,127,157,187,217,247","Xiamen Datong Xin Lu Yang Shipping Co., Ltd.",★_CSA,"ESP;Holds Nos.2, 4 & 6 may be Empty;Lifting Appliance;Loading Computer (S);Strengthened for Heavy Cargoes",鑫玉龙,XIN YU LONG,China,Xiamen,BTKB6,CHINA SHIPBUILDING CORPORATION TAIWAN,China,2000/7/26,225,00S3512,Bulk Carrier,,92183.20 M3,7,"Crane,4,3;Crane,30,4",★_CSM_,AUT-0,"80,226",,,"OSAKA  BLOWER MFG.CO.,LTD.",,1*0.7* m2,
45,9208162,5db8470f5235e74d2c32db2e,"Forecastle:20.65,Poop:20.32",2020/4/30,7S60MC-C*1;,Hitachi Zosen Diesel Engine Co. Ltd.,1999/11/12,7*600*14215*101.5,"6,636",10596,FE 45CS-8*880*450*3;,"Cargo Hold No.1
;Cargo Hold No.2
;Cargo Hold No.3
;Cargo Hold No.4
;Cargo Hold No.5",180,28,14.1,2011,9.5,"17,751",WAN HAI 232,"2, Upper/2nd Deck",Wan Hai Lines(S) Ltd.,1*12.60X8.10X2;12.60X5.50X2; 1*12.60X8.10; 3*12.60X10.60X2,9; Frs.47/87/126/165/204/224/237,Wan Hai Lines(S) Ltd.,★_CSA,"Loading Computer (S, I, D)",,WAN HAI 232,Singapore,Singapore,S6EL2,"Naikai Zosen Corporation, Hiroshima",Japan,2000/4/20,191.45,00T2018,Container Ship,21,-,5,"Elevator,0.318,1;Crane,0.9,2;Crane,2.0,2",★_CSM_,AUT-0;CMS,"21,008",,,osaka boiler,1999/10/1,1*0.6*25/319 m2,dk:1100(20')/524(40');ho:560(20')/270(40')
46,9223772,5db847105235e74d2c32db2f,"Deckhouse:15.01,Forecastle:16.08",2020/1/14,B&W 6L70MCMK6*1;,Shanghai Shipyard,2000/3/1,6*700*16980.00*108.00,"9,379",8446,IFC6564-8SA82*960.00*450*3;,"Containers on deck
;No.1 Cargo hold
;No.2 Cargo hold
;No.3 Cargo hold
;No.4 Cargo hold
;No.5 Cargo hold",167,27.6,15.9,2514,10.64,"20,569",,,"COSCO SHIPPING LINES CO.,LTD",1*; 3*2x12.64x23.2; 1*12.64x23.2/12.64x18.072; 1*12.64x23.2,"7.Fr.Nos.19,54,91,127,163,200,206","COSCO SHIPPING LINES CO.,LTD",★CSA,"Ice Class B;Loading Computer (S, I, D)",凌云河,LING YUN HE,China,Shanghai,BOTT,Shanghai Shipyard,China,2000/9/2,179.7,00T3007,Container Ship,20.2,-,6,"E/R Overhead Crane,5.0,1;Provision Crane,4.0,2",★CSM,AUT-0;CMS,"25,648",,,Shazhou Marine Boiler Factory,,1*0.7*25/257 m2,dk:750;ho:776
47,9211597,5db847115235e74d2c32db30,Deckhouse:12.45,2020/7/21,5S60MC-C*1;,"Hudong Heavy Machinery Co., Ltd.",1999/11/15,5*600*9690*101,"26,139",12181,FE43B-8*530*450*2; SE 400 LL 4*650*465*1;,"No.1 Cargohold*(G11305.35)
;No.2 Cargohold*(G13536.92)
;No.3 Cargohold*(G13548.67)
;No.4 Cargohold*(G13548.67)
;No.5 Cargohold*(G13548.67)
;No.6 Cargohold*(G13548.67)
;No.7 Cargohold*(G12680.16)",217,32.26,19.6,5367,12.5,"40,562",REDONDO,"1, Upper deck","Ningbo Economic & Technological Development Zone Long Sheng Shipping Co., Ltd.",6*14.62x15.00; 1*14.62x13.2,"8, Fr. Nos.: 38, 67, 97, 127, 157, 187, 217, 245","Ningbo Economic & Technological Development Zone Long Sheng Shipping Co., Ltd.",★_CSA,"ESP;Holds Nos.2, 4 & 6 may be Empty;Loading Computer (S, I, G, D);Strengthened for Heavy Cargoes",北仑海 17,BEI LUN HAI 17,China,Ningbo,BTJG3,"Hudong-Zhonghua Shipbuilding (Group) Co., Ltd.",China,2000/7/21,225,00T3513,Bulk Carrier,15,91717.11 M3,7,"Crane,1,1;E/R Overhead Crane,4,1;Provision Crane,3,1",★_CSM_,AUT-0;CMS;SCM,"74,710",,,"JIANGSU HAILU BOILER CO., LTD",,1*0.7*21.3/268.9 m2,
48,9190858,5db847125235e74d2c32db31,,2024/4/10,MAN B&W 7S50MC-C*1;,"ULJANIK-STROJOGRADNJA d.d. -PULA, CROATIA",2000/3/23,7*500*11060.00*127,"11,172",4361,GEN. S7 17 8K845*912.00*450*3;,"Cargo Hold No.1
;Cargo Hold No.2
;Cargo Hold No.3
;Cargo Hold No.4",165,31.1,28,5726,7.72,"37,237",VERONA,"4； No.6/8/10 car deck,Upper deck",Anji Shipping(Hong Kong) Company Limited,4*,"5 & Fr.51, Fr.99, Fr.147, Fr.178, Fr.192",Anji Shipping(Hong Kong) Company Limited,★_CSA,BWMP,上汽安吉鳯凰,SAIC ANJI PHOENIX,"Hong Kong, China",Hong Kong,VRSM9,"Uljanik Shipyard, Croatia",Croatia,2000/8/31,176,00V3515,RO/RO Ship,19,-,4,"E/R Overhead Crane,2,1;Provision Crane,5,2",★_CSM_,AUT-0,"12,785",,,SACCKE GmbH,,1*0.700*35.00/130.00 m2,
