,,CCS NO,IMO No,_id,入级状态,净吨,制造厂,制造日期,受热面积(m2),吃水(满载),呼号,垂线间长,型宽,型式,型深,夏季干舷,总吨,改建日期,数量,曾用名,机动非机动,核定干舷（A级）,核定干舷（B级）,核定干舷（C级）,核定干舷（J1）,核定干舷（J2）,水密横舱壁数,海河船,甲板层数,缸径,缸数,航区,航速,船体附加标志,船名,船检登记号,船级港,船舶入级符合,船舶制造厂,船舶完工日期,船舶归属类别,船舶总长,船舶所有人,船舶类型,船舶经营人,行程,设计压力(Mpa),货舱数,轮机入级符号,轮机附加标志,载运标准集装箱数量（货舱内）,载运标准集装箱数量（货舱舱口盖上）,载重吨,额定功率,额定转速
1612,,13Q6151,,5db854175235e74d289af784,,1302,,11-9月 -10 03.00.00.000000 下午;11-9月 -10 03.00.00.000000 下午,,4,,81.95,14.8,柴油机;柴油机,4.8,,2325,,,,机动,810,810,810,,810,10,河船,,170;170,8;8,A级,,A级航区、J2级航段;双壳油船（闪点≤60℃）,振兴油96,2013F0000297,九江,★CSAD,江苏润扬船业有限公司,2013/4/19,国内航行入级船舶,86.8,九江振鑫船务有限公司,油船（闪点≤60℃）,九江振鑫船务有限公司,200;200,,10,★CSMD,驾驶室遥控,,,,480;480,1200;1200
1613,,18R6246,,5db854185235e74d289af785,建造入级,350,张家港格林沙洲锅炉有限公司,15-12月-17 12.00.00.000000 上午;15-12月-17 12.00.00.000000 上午,9.65,3.1,,44.27,13.2,柴油机;柴油机,4.3,,1169,,1,,机动,1210,810,,,,4,河船,1,280;280,6;6,A级,,A级航区;油推（拖）船,长江64002,2018M0000693,南京,★CSAD,南京长江油运有限公司紫金山船厂,2018/10/31,国内航行入级船舶,45.5,南京长江油运有限公司,油拖船,南京长江油运有限公司,320;320,0.8,,★CSMD,机舱自动化-2,,,388,1470;1470,775;775
1614,,12F6183,,5db854185235e74d289af786,保持船级,1551,,01-6月 -11 12.00.00.000000 上午;01-9月 -11 12.00.00.000000 上午,,4.35,,92.33,16.2,柴油机;柴油机,5.5,,2770,,,,机动,1158,1158,1158,,1158,10,河船,1,170;170,8;8,A级,,A级航区、J2级航段;双壳油船（闪点≤60℃）,鄂石3377,2012R0000551,武汉,★CSAD,扬州海川船业有限公司,2012/6/12,国内航行入级船舶,94.8,湖北汉通石油运输贸易有限责任公司,油船（闪点≤60℃）,湖北汉通石油运输贸易有限责任公司,200;200,,10,★CSMD,驾驶室遥控,,,4513,601;601,1350;1350
1615,,12K6210,,5db854195235e74d289af787,保持船级,1678,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,25-7月 -11 03.00.00.000000 下午,154,5.769,BLJU,89.8,15.8,柴油机,6.8,1030,2997,,1;1,江海4800DWT双壳油船/JH1006,机动,,,,,,9,海船,1,320,8,近海,11.5,B级冰区航行;双壳油船（闪点≤60℃）;近海航区,兴航33,2012J0000613,温州,★CSAD,临海市江海造船有限公司,2012/6/11,国内航行入级船舶,96.09,浙江兴航海运有限公司,油船（闪点≤60℃）,浙江兴航海运有限公司,440,1.1;1.1,10,★CSMD,,,,,2060,525
1616,,04H6053,,5db854195235e74d289af788,保持船级,2465,,04-1月 -04 03.00.00.000000 下午;04-1月 -04 03.00.00.000000 下午,,2.8,,104.8,19,柴油机;柴油机,4.25,,4741,,,三通518,机动,,1460,1460,,1460,12,河船,1,210;210,6;6,B级,12,B级航区、J2级航段;川江滚装船,和济611,2004H0000126,宜昌,★CSAD,宜都市江南船务有限责任公司,2004/4/6,国内航行入级船舶,109.82,宜昌和济运输股份有限公司,客滚船（Ⅱ型）,宜昌和济运输股份有限公司,290;290,,,★CSMD,,,,,662;662,750;750
1617,,11L6137,,5db8541a5235e74d289af789,保持船级,9281,无锡威力特船用锅炉有限公司,18-12月-08 03.00.00.000000 下午,15,10.193,BMVQ,163.8,23.8,柴油机,14.3,4120,16573,,1,,机动,,,,,,7,海船,1,350,6,近海,12.6,B级冰区航行;双舷侧散货船;装载仪(S.I.G);近海航区,盛安达67,2011C0000460,钦州,★CSAD,连云港五洲船舶重工有限公司,2011/5/24,国内航行入级船舶,172.8,钦州市桂钦海运集团有限公司,散货船,钦州市桂钦海运集团有限公司,1400,0.8,4,★CSMD,,,,,4440,173
1618,,93N3007,,5db8541a5235e74d289af78a,初次入级,14779,青岛船舶锅炉厂;青岛船舶锅炉厂,01-11月-92 12.00.00.000000 上午;01-12月-92 12.00.00.000000 上午,,10,BPDB,175,32,柴油机;柴油机,15.4,5428,26392,,,,机动,,,,,,7,海船,1,350;350,6;6,近海,13.5,中国国内船舶安全管理体系;小块漂流浮冰况区域航行;散货船;装载仪(S、I、G);近海航区,宁安2,1993M0000790,上海,★CSAD,辽宁渤海造船厂,1993/7/19,国内航行入级船舶,185,中海散货运输(上海)有限公司,散货船,中海散货运输(上海)有限公司,105;105,.8;.8,5,★CSMD,机器处所集中控制;机械计划保养系统,,,,3360;3360,200;200
1619,,07U6171,,5db8541b5235e74d289af78b,保持船级,4476,青岛船用锅炉厂有限公司,11-12月-06 03.00.00.000000 下午;11-12月-06 03.00.00.000000 下午,110,7.14,BUHV,121,21.6,柴油机;柴油机,9.4,2286,7994,,1,,机动,,,,,,6,海船,1,300;300,8;8,近海,11.5,B级冰区航行;双舷侧散货船;装载仪(S、I);近海航区,江夏文,2007S0000254,上海,★CSAD,浙江省台州海滨船舶修造有限公司,2007/9/3,国内航行入级船舶,128,上海海一航运有限公司,散货船,上海海一航运有限公司,380;380,0.9,2,★CSMD,,,,,1765;1765,550;550
1620,,10J6153,,5db8541c5235e74d289af78c,,9262,江阴市三杰实业有限公司,06-11月-09 03.00.00.000000 下午,12,10.2,BRZX,163.8,23.8,柴油机,14.3,4120,16540,,1,,机动,,,,,,8,海船,1,320,9,近海,13,B级冰区航行;双舷侧散货船;装载仪(S、I、G);近海航区,中海通27,2010J0000572,深圳,★CSAD,宁波市东方船舶修造有限公司,2010/8/17,国内航行入级船舶,172.8,深圳市中海通海运有限公司,散货船,深圳市中海通海运有限公司,400,0.8,4,★CSMD,,,,27583,4320,750
1621,,,,5db8541c5235e74d289af78d,,,,,,,,189.99,,,,,24256,,,,机动,,,,,,,海船,,,,近海,,,BLF01003,3000X0000985,台州,,江苏宝利发船业有限公司,,国内航行入级船舶,,,散货船,,,,,,,,,,,
1622,,19F6195,,5db8541d5235e74d289af78e,建造入级,7161,江阴市三杰实业有限公司,28-11月-18 12.00.00.000000 上午,16,8.3,,158.3,22.8,柴油机,11.5,3224,12788,,1,,机动,,,,,,8,海船,1,330,8,近海,12,B级冰区航行;装载仪(S、I);近海航区;集装箱船,延展98,2019T0000271,厦门,★CSAD,宁波东升船舶修造有限公司,2019/5/24,国内航行入级船舶,165.35,厦门延展海运有限公司,集装箱船,厦门延展海运有限公司,450,0.8,6,★CSMD,机器处所集中控制;驾驶室遥控,,,19569,4045,650
1623,,14M6153,,5db8541d5235e74d289af78f,建造入级,5291,无锡威力特船用锅炉有限公司,01-10月-13 12.00.00.000000 上午,,7.9,BVKS5,136.5,20.8,柴油机,10.8,2920,9449,,1,,机动,,,,,,8,海船,1,320,8,近海,12.56,B级冰区航行;普通干货船;装载仪(S);近海航区;集装箱系固设备,安盛25,2014H0000377,泉州,★CSAD,江西华东船业有限公司,2014/7/3,国内航行入级船舶,146.24,泉州安盛国际航运有限责任公司,多用途船,泉州安盛船务有限公司,480,0.8,4,★CSMD,,,,14003,3552,600
1624,,11F6362,,5db8541e5235e74d289af790,保持船级,3147,,10-7月 -11 03.00.00.000000 下午;10-7月 -11 03.00.00.000000 下午,,4,,102.1,17.2,柴油机;柴油机,5.2,,5621,,,,机动,1220,1220,1220,,1220,12,河船,,200;200,6;6,A级,,A级航区、J2级航段;双壳集装箱船/散货船,长航集运0332,2011J0001110,重庆,★CSAD,重庆长航东风船舶工业公司,2011/12/22,国内航行入级船舶,107,交银金融租赁有限责任公司,集装箱船,重庆长航天一物流有限公司,270;270,,1,★CSMD,,,,,518;518,720;720
1625,,13B6092,,5db8541e5235e74d289af791,,972,,11-8月 -11 03.00.00.000000 下午;11-8月 -11 03.00.00.000000 下午,,4.2,,71,13.8,四冲程直列增压柴油机;四冲程直列增压柴油机,5,,1737,,,石油202,机动,810,,,,,11,河船,,170;170,6;6,A级,10,A级航区;双壳油船;闪点 ≤ 60℃,运达油23,2013A0000177,深圳,★CSAD,台山市信和造船有限公司,2013/5/29,国内航行入级船舶,75.7,深圳运达海运有限公司,油船（闪点≤60℃）,深圳运达海运有限公司,200;200,,10,★CSMD,,,,,382;382,1200;1200
1626,,12K6532,,5db8541f5235e74d289af792,建造入级,1652,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,15-6月 -12 12.00.00.000000 上午,129;36,5.584,BKQN6,89.8,15,柴油机,6.5,910,2950,,1;1,回浦4300DWT双壳油船/HP1002,机动,,,,,,11,海船,1,320,6,近海,11,B级冰区航行;双壳油船（闪点≤60℃）;近海航区,益顺10,2012Y0001386,舟山,★CSAD,临海市回浦船舶修造有限公司,2012/12/28,国内航行入级船舶,97.28,浙江益顺海运有限公司,油船（闪点≤60℃）,浙江益顺海运有限公司,380,.62;1.1,10,★CSMD,,,,4616,735,600
1627,,01N6020,,5db8541f5235e74d289af793,保持船级,1582,,01-1月 -06 12.00.00.000000 上午;01-7月 -01 12.00.00.000000 上午;01-7月 -01 12.00.00.000000 上午,,2.3,,90.5,14.6,柴油机;柴油机;柴油机,3.15,,2637,2003/11/7,,金航818,机动,,862,862,862,862,13,河船,1,170;170;170,6;6;6,B级,12,B级航区、J1级航段;滚装货船,渝路港工21号,2001D0000256,重庆,★CSAD,重庆市忠县长通船舶修造有限公司,2001/10/18,国内航行入级船舶,96.2,重庆路港市政工程有限公司,滚装船,重庆路港市政工程有限公司,200;200;200,,,★CSMD,,,,,300;360;360,1000;1350;1350
1628,,12F6436,,5db854205235e74d289af794,保持船级,15272,张家港格林沙洲锅炉有限公司,07-12月-08 03.00.00.000000 下午,195,11.7,BLTI6,182,31,柴油机,16.3,4618,27272,,1,H1001,机动,,,,,,7,海船,1,420,6,近海,,B级冰区航行;可以第2货舱空舱;散货船;装载仪(S、I、G);近海航区;重货加强,东海105,2012C0001113,杭州,★CSAD,南通连兴港造船有限公司,2012/11/8,国内航行入级船舶,189.88,华融金融租赁股份有限公司,散货船,宁波东海海运有限公司,1764,0.78,5,★CSMD,驾驶室遥控,,,,6480,136
1629,,18D6257,,5db854215235e74d289af795,初次入级,1892,江阴市三杰实业有限公司,15-6月 -18 12.00.00.000000 上午;15-6月 -18 12.00.00.000000 上午,51,4.2,,101,16.2,柴油机;柴油机,5.8,,3380,,1,,机动,1612,1612,1612,,1612,13,河船,1,200;200,6;6,A级,9.72,A级航区、J2级航段;化学品液货船（2型，2G）/双壳油船（闪点≤60℃）;最大压力0.02MPa;最大货物密度1000kg/m3;最高货物温度50℃,远洋7007,2018W0000725,涪陵,★CSAD,重庆泽胜投资集团造船有限公司,2018/11/26,国内航行入级船舶,105,重庆市泽胜船务（集团）有限公司,化学品液货船,重庆市泽胜船务（集团）有限公司,270;270,0.8,16,★CSMD,驾驶室遥控,,,4716,660;660,1000;1000
1630,,13S6291,,5db854215235e74d289af796,建造入级,1654,,,,2.1,,88.96,15,,3.8,,1970,,,ZJS-T022,非机动,1708,1708,,,,9,河船,,,,A级,,A、B级航区;油趸;闪点>60℃,长轮39008,2013Q0000651,武汉,★CSAD,南京长江油运公司紫金山船厂,2013/12/18,国内航行入级船舶,90.44,中石化长江燃料有限公司,油囤,中石化长江燃料有限公司南京分公司,,,8,,,,,,,
1631,,93V3014,,5db854225235e74d289af797,保持船级,829,,,,3.6,,76,23,,5.2,1014,2765,2014/6/13,,青草沙一号,非机动,,,,,,7,海船,1,,,近海,,在沿海海域内作业;近海航区;铺排船;非机动推进,航驳5001,1993U0000751,上海,★CSAD,江苏扬子江船厂有限公司,1993/7/10,国内航行入级船舶,79.92,上海交通建设总承包有限公司,工程船,上海交通建设总承包有限公司,,,,★CSMD,,,,3249,,
1632,,11P6071,,5db854225235e74d289af798,,1420,上海四诚热能设备有限公司;常州市锅炉设备有限公司;常州市锅炉设备有限公司,07-1月 -11 03.00.00.000000 下午;07-1月 -11 03.00.00.000000 下午,2400;350;4.7,5.6,BAOU,84,15,右 柴油机;左 柴油机,7.1,1509,2537,,1;1;1,,机动,,,,,,10,海船,1,230;230,6;6,近海,12,B级冰区航行;加强检验程序;双壳油船（闪点>60℃）;近海航区;防污底系统,中燃35,2011X0000249,大连,★CSAD,辽河石油装备制造总公司,2011/12/30,国内航行入级船舶,87.6,中国船舶燃料大连有限公司,油船（闪点>60℃）,中国船舶燃料大连有限公司,300;300,.09;1;1,10,★CSMD,驾驶室遥控,,,,960;960,900;900
1633,,12V6243,,5db854235235e74d289af799,保持船级,2000,青岛船用锅炉厂有限公司,01-12月-11 12.00.00.000000 上午;01-12月-11 12.00.00.000000 上午,30,4.5,,96,17.2,柴油机;柴油机,5.5,,3571,,1,,机动,1008,1008,1008,,1008,12,河船,,300;300,6;6,A级,18,A级航区、J2级航段;化学品液货船（2型，2G）/双壳油船（闪点≤60℃）;最大压力0.03MPa;最大货物密度1834kg/m3;最高货物温度50℃,重轮化3508,2012A0000720,涪陵,★CSAD,重庆中江船业有限公司,2012/7/19,国内航行入级船舶,99.8,重庆凯美特航运有限公司,化学品液货船,重庆凯美特航运有限公司,380;380,0.9,16,★CSMD,驾驶室遥控,,,5068,662;662,400;400
1634,,19Q6204,,5db854245235e74d289af79a,建造入级,1667,无锡威力特船用锅炉有限公司,15-11月-18 12.00.00.000000 上午;15-12月-18 12.00.00.000000 上午,,4.7,,100.5,16.2,柴油机;柴油机,5.6,,2977,,1,,机动,908,908,908,,908,14,河船,1,210;210,1;6,A级,10,A级航区、J2级航段;化学品液货船（2型，2G）/双壳油船（闪点≤60℃）;最大压力0.023MPa;最大货物密度1500kg/m3;最高货物温度50℃,明航66,2019U0000295,扬州,★CSAD,扬州海润船业有限公司,2019/6/4,国内航行入级船舶,104.8,扬州龙川运输有限公司,化学品液货船,扬州龙川运输有限公司,290;290,1.1,16,★CSMD,驾驶室遥控,,,5000,610;610,750;750
1635,,15B6125,,5db854245235e74d289af79b,建造入级,1390,,08-9月 -14 03.00.00.000000 下午;08-9月 -14 03.00.00.000000 下午,,4.7,,84.53,15,柴油机;柴油机,5.4,,2483,,,,机动,710,710,,,,11,河船,,230;230,6;6,A级,10,A级航区;化学品液货船2型;最大压力0.02MPa;最大货物密度1000kg/m3;最高货物温度50℃,盛懋806,2015Q0000163,宜昌,★CSAD,枝江盛懋船业有限公司,2015/1/29,国内航行入级船舶,88.5,枝江盛懋船业有限公司,化学品液货船,枝江盛懋船业有限公司,300;300,,12,★CSMD,,,,4080,660;660,750;750
1636,,12H6530,,5db854255235e74d289af79c,,1415,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,11-5月 -12 03.00.00.000000 下午,55;58,4.886,BALG,82,14.6,四冲程柴油机,6.9,2010,2528,,1;1,ZH1019,机动,,,,,,9,海船,1,300,6,近海,11.2,B级冰区航行;双壳油船（闪点>60℃）;近海航区,渤海供9,2012S0001380,大连,★CSAD,宁波市镇海船舶修造厂,2012/12/28,国内航行入级船舶,89,大连中盛渤海船务有限公司,油船（闪点>60℃）,大连中盛渤海船务有限公司,380,.8;.8,10,★CSMD,,,,,735,500
1637,,12W6267,,5db854255235e74d289af79d,恢复船级,892,无锡威力特船用锅炉有限公司,14-1月 -12 03.00.00.000000 下午;26-1月 -12 03.00.00.000000 下午,39.4,4.6,,72,12,柴油机;柴油机,6,,1593,,1,2500DWT油船,机动,1408,,,,,10,河船,,170;170,8;8,A级,,A级航区;双壳油船;闪点>60℃,通供19,2012J0000774,南通,★CSAD,南通通州通洋船务有限公司,2012/8/20,国内航行入级船舶,75.54,南通天益船舶燃物供应有限公司,油船（闪点>60℃）,南通天益船舶燃物供应有限公司,200;200,1.1,10,★CSMD,,,,2669,441;441,1000;1000
1638,,13W6111,,5db854265235e74d289af79e,建造入级,7539,江阴市三杰实业有限公司;江阴市三杰实业有限公司,24-5月 -12 12.00.00.000000 上午;24-5月 -12 12.00.00.000000 上午;24-5月 -12 12.00.00.000000 上午;24-5月 -12 12.00.00.000000 上午,30;30,2.9,,132,19,电力驱动;电力驱动;电力驱动;电力驱动,4.2,,12565,,1;1,,机动,1307,1307,1307,,1307,10,河船,,,,A级,,A级航区、J2级航段;客船,世纪神话,2013N0000212,重庆,★CSAD,重庆东港船舶产业有限公司,2013/3/11,国内航行入级船舶,142.02,重庆冠达世纪游轮有限公司,长江涉外旅游客船,重庆冠达世纪游轮有限公司,,.78;.78,,★CSMD,机舱自动化-1,,,,680;680;680;680,1000;1000;1000;1000
1639,,11B6404,,5db854265235e74d289af79f,保持船级,2008,无锡威力特船用锅炉有限公司,10-11月-11 03.00.00.000000 下午;10-11月-11 03.00.00.000000 下午,50,5,,95,17.2,柴油机;柴油机,6,,3585,,1,,机动,1012,1012,1012,,1012,14,河船,,300;300,6;6,A级,18,A级航区;J2级航段;化学品液货船2型/双壳油船;最大压力0.02MPa;最大货物密度1022kg/m3;最高货物温度50℃;闪点≤60℃,远洋9203,2011E0001198,涪陵,★CSAD,重庆泽胜投资集团造船有限公司,2011/12/30,国内航行入级船舶,100,重庆市泽胜船务（集团）有限公司,化学品液货船,重庆市泽胜船务（集团）有限公司,380;380,0.8,18,★CSMD,驾驶室遥控,,,5736,662;662,400;400
1640,,14F6285,,5db854275235e74d289af7a0,保持船级,556,,11-4月 -14 12.00.00.000000 上午;11-4月 -14 12.00.00.000000 上午,,3.25,,66.1,12.8,柴油机;柴油机,3.9,,993,,,,机动,656,506,,,,9,河船,1,170;170,6;6,A级,9.7,A级航区;化学品液货船2型;最大压力0.022MPa，最高货物温度50℃;最大货物密度1530 t/m3,皖庐东1,2014C0000970,合肥,★CSAD,安徽省巢湖造船厂,2014/12/8,国内航行入级船舶,68.8,合肥庐东航运有限公司,化学品液货船,合肥庐东航运有限公司,200;200,,8,★CSMD,驾驶室遥控,,,1799,220;220,1000;1000
1641,,86B4019,,5db854285235e74d289af7a1,,3859,天津新港船厂,11-1月 -85 03.00.00.000000 下午;11-4月 -85 03.00.00.000000 下午,70,5.2,BRTO,108.65,18.8,柴油机;柴油机,7.1,1909,7717,2001/12/30,1,,机动,,,,,,8,海船,2,350;350,5;5,沿海,16,II级客船;沿海航区,假日,1986Q0000799,上海,★CSAD,天津新港船厂,1986/11/1,国内航行入级船舶,120,上海万邦邮轮有限公司,普通客船,上海飞翔交通游船有限公司,1050;1050,0.9,,,,,,,2500;2500,200;200
1642,,13N6310,,5db854285235e74d289af7a2,保持船级,361,,22-5月 -13 12.00.00.000000 上午;22-5月 -13 12.00.00.000000 上午,,1.6,,55.2,18,电力驱动;电力驱动,3.2,,1205,,,长江救捞002,机动,,1608,1608,,1608,5,河船,,,,B级,,B级航区;J2级急流航段;起重船,长江救捞二号,2013K0000692,重庆,★CSAD,重庆长航东风船舶工业公司,2013/10/9,国内航行入级船舶,61.48,重庆长航救助打捞工程有限公司,起重船,重庆长航救助打捞工程有限公司,,,,★CSMD,驾驶室遥控,,,,500;500,994;994
1643,,12D6135,,5db854295235e74d289af7a3,保持船级,2111,,09-1月 -12 12.00.00.000000 上午;09-1月 -12 12.00.00.000000 上午,,4.65,,107.5,19.2,柴油机;柴油机,5.6,,3769,,,,机动,972,972,972,,972,10,河船,,210;210,6;6,A级,,A级航区、J2级航段;矿砂船/双壳散货船,新长江06002,2012P0000388,武汉,★CSAD,重庆长航东风船舶工业公司,2012/5/16,国内航行入级船舶,110,交银金融租赁有限责任公司,散货船,长航货运有限公司,290;290,,2,★CSMD,驾驶室遥控,,,,735;735,830;830
1644,,85F0614,,5db8542a5235e74d289af7a4,重大改建入级,2306,沙洲船用锅炉厂,01-9月 -84 12.00.00.000000 上午,24,6.9,BIAP2,99.5,16,柴油机,9,2116,4118,2008/12/30,1,向恒,机动,,,,,,6,海船,1,430,6,近海,,普通干货船;近海航区,向禹9,1985E0001033,上海,★CSAD,武昌造船厂,1985/11/1,国内航行入级船舶,105.2,上海华元航运有限公司,干货船,上海华元航运有限公司,820,0.8,3,★CSMD,,,,,2205,200
1645,,18X6114,,5db8542a5235e74d289af7a5,建造入级,5080,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,15-7月 -17 12.00.00.000000 上午;15-7月 -17 12.00.00.000000 上午,,2.8,,103.8,17.16,柴油机;柴油机,4.6,,8467,,1;1,,机动,1807,1807,1807,,1807,9,河船,6,250;250,6;6,A级,14.04,A级航区、J2级航段;滚装货船,民贵,2018C0000086,重庆,★CSAD,重庆川东船舶重工有限责任公司,2018/2/8,国内航行入级船舶,110,民生轮船股份有限公司,滚装船,民生轮船股份有限公司,320;320,.6;.6,1,★CSMD,机舱自动化-2,,,1505,750;750,650;650
1646,,12P6375,,5db8542b5235e74d289af7a6,建造入级,973,,11-12月-11 03.00.00.000000 下午;11-12月-11 03.00.00.000000 下午,,2.8,BBFG,49.8,12.6,柴油机;柴油机,4.5,1714,1802,,,56米客滚船,机动,,,,,,9,海船,1,170;170,8;8,沿海,10,客滚船;沿海航区,长通16,2012S0000989,长岛,★CSAD,鄂州市光大临江造船有限公司,2012/9/29,国内航行入级船舶,56,长岛渤海长通旅运有限公司,客滚船,长岛渤海长通旅运有限公司,200;200,,,★CSMD,,,,535,350;350,1000;1000
